t,x,y
21.62606,-179.7069,-282.0742
21.65938,-210.4967,-258.2884
21.6927,-228.53,-234.3801
21.72602,-240.104,-217.8037
21.75935,-245.9685,-210.0184
21.79267,-245.0414,-210.4326
21.82599,-237.4445,-220.2926
21.85931,-222.0443,-236.2176
21.89263,-202.0666,-260.0284
21.92596,-170.8015,-284.0293
21.95928,-128.5663,-303.5082
21.9926,-81.81556,-319.6269
22.02592,-28.37281,-330.088
22.05924,26.77803,-328.3181
22.09257,80.60207,-319.824
22.12589,131.8758,-302.3946
22.15921,180.1215,-283.6698
22.19253,206.0268,-264.124
22.22585,230.7482,-243.9745
22.25918,245.0687,-224.1821
22.2925,251.0393,-212.0593
22.32582,252.8904,-211.2899
22.35914,249.4153,-219.7002
22.39247,237.3108,-235.788
22.42579,214.9782,-256.0706
22.45911,183.0587,-277.162
22.49243,141.9103,-296.9542
22.52575,92.94378,-315.7913
22.55908,37.11267,-328.0054
22.5924,-20.45553,-329.8878
22.62572,-78.22047,-319.3505
22.65904,-130.6134,-305.3316
22.69236,-172.7344,-287.0857
22.72569,-205.3398,-264.0413
22.75901,-229.0214,-242.9902
22.79233,-236.414,-221.8707
22.82565,-243.8892,-212.8779
22.85898,-244.333,-211.9879
22.8923,-237.9664,-219.54
22.92562,-225.4603,-235.2641
22.95894,-210.082,-259.6678
22.99226,-174.2907,-276.7278
23.02559,-137.6922,-300.2429
23.05891,-90.62312,-316.0661
23.09223,-39.72184,-327.4221
23.12555,15.56633,-330.2669
23.15887,70.48903,-322.0276
23.1922,120.8937,-308.0915
23.22552,168.1083,-288.9296
23.25884,199.0403,-268.526
23.29216,224.3753,-248.652
23.32549,241.6892,-231.2898
23.35881,252.7616,-220.9783
23.39213,249.1361,-211.2438
23.42545,247.3613,-218.7411
23.45877,237.4222,-234.7429
23.4921,216.6892,-253.487
23.52542,187.2565,-274.8697
23.55874,148.0534,-296.3257
23.59206,100.3626,-314.115
23.62538,46.30221,-327.0141
23.65871,-13.82339,-332.656
23.69203,-68.22944,-323.2024
23.72535,-122.3636,-309.64
23.75867,-164.7475,-291.7494
23.79199,-198.6211,-269.7452
23.82532,-223.0367,-247.9193
23.85864,-232.1743,-226.2834
23.89196,-240.8202,-216.1891
23.92528,-242.9151,-213.8928
23.95861,-237.313,-220.0646
23.99193,-225.0217,-233.9744
24.02525,-206.0634,-254.0045
24.05857,-179.5452,-278.2468
24.09189,-142.4812,-300.3886
24.12522,-97.59879,-317.8874
24.15854,-46.55977,-327.8093
24.19186,7.263405,-329.4832
24.22518,62.52635,-323.4098
24.2585,113.4011,-314.1979
24.29183,161.7759,-293.7096
24.32515,201.9957,-269.3102
24.35847,219.9321,-253.3931
24.39179,238.4817,-235.6805
24.42512,249.6646,-224.3574
24.45844,253.3319,-219.881
24.49176,249.8712,-224.0702
24.52508,238.3236,-235.87
24.5584,218.7124,-254.1849
24.59173,189.8713,-274.2349
24.62505,151.2838,-293.4159
24.65837,105.9913,-313.5323
24.69169,53.11968,-325.6512
24.72501,-3.539041,-330.1638
24.75834,-60.42976,-324.4199
24.79166,-114.7684,-314.7514
24.82498,-156.5527,-296.8542
24.8583,-189.7792,-273.2902
24.89162,-214.9448,-250.9232
24.92495,-228.6376,-231.2263
24.95827,-238.164,-219.8558
24.99159,-241.3703,-216.6643
25.02491,-236.647,-222.1982
25.05824,-225.3792,-234.6343
25.09156,-207.6778,-255.1812
25.12488,-179.2481,-274.6999
25.1582,-143.1124,-295.8881
25.19152,-100.5328,-312.8374
25.22485,-51.30551,-328.6465
25.25817,0.7822249,-329.9293
25.29149,57.22495,-326.2335
25.32481,107.1201,-312.1362
25.35813,154.3635,-296.9142
25.39146,195.403,-271.522
25.42478,214.4916,-256.905
25.4581,234.3426,-239.0119
25.49142,245.0696,-225.1476
25.52475,247.1727,-217.9935
25.55807,244.0789,-221.1056
25.59139,236.3243,-234.772
25.62471,217.9949,-252.3189
25.65803,191.063,-272.9455
25.69136,154.0209,-291.0511
25.72468,109.4711,-310.8829
25.758,57.61699,-325.1224
25.79132,2.298031,-330.1681
25.82464,-54.8555,-325.6402
25.85797,-107.173,-311.3322
25.89129,-152.5631,-298.7452
25.92461,-182.9339,-272.9771
25.95793,-213.0203,-255.0247
25.99125,-227.0545,-234.8791
26.02458,-236.4778,-223.308
26.0579,-238.9145,-218.8683
26.09122,-235.0435,-223.1128
26.12454,-227.2813,-236.7872
26.15787,-210.5856,-257.1985
26.19119,-180.516,-275.4537
26.22451,-146.8318,-296.9817
26.25783,-103.6681,-314.233
26.29115,-55.70156,-325.1838
26.32448,-3.050795,-330.3933
26.3578,52.83119,-325.0558
26.39112,101.4209,-313.421
26.42444,148.5621,-298.5562
26.45776,189.4898,-276.979
26.49109,211.3555,-258.9594
26.52441,230.0494,-241.1389
26.55773,238.3086,-223.954
26.59105,243.6667,-220.519
26.62438,240.0632,-221.4043
26.6577,231.8931,-233.1426
26.69102,213.7568,-249.3972
26.72434,190.1959,-273.0891
26.75766,154.4105,-290.7263
26.79099,110.1855,-310.4832
26.82431,59.48204,-324.5264
26.85763,4.340088,-329.8264
26.89095,-51.7114,-326.1778
26.92427,-106.4429,-316.652
26.9576,-147.3892,-301.2522
26.99092,-178.9985,-276.9817
27.02424,-210.0635,-258.9025
