 mass A  
t x y 
4.550076E2 2.249309E1 -5.230767E2
4.550410E2 2.957201E1 -5.231592E2
4.550745E2 3.564902E1 -5.230219E2
4.551079E2 4.162364E1 -5.220221E2
4.551413E2 4.751423E1 -5.215578E2
4.551747E2 5.087628E1 -5.212587E2
4.552081E2 5.485369E1 -5.212313E2
4.552416E2 5.510445E1 -5.212060E2
4.552750E2 5.412963E1 -5.211877E2
4.553084E2 5.180546E1 -5.212439E2
4.553418E2 4.837691E1 -5.213086E2
4.553752E2 4.329631E1 -5.229721E2
4.554086E2 3.732874E1 -5.230582E2
4.554421E2 3.117441E1 -5.232281E2
4.554755E2 2.359477E1 -5.234351E2
4.555089E2 1.554338E1 -5.237830E2
4.555423E2 6.927776E0 -5.236762E2
4.555757E2 -2.302634E0 -5.238820E2
4.556091E2 -1.149408E1 -5.237671E2
4.556426E2 -2.047664E1 -5.235128E2
4.556760E2 -2.937224E1 -5.233028E2
4.557094E2 -3.730810E1 -5.230815E2
4.557428E2 -4.450576E1 -5.225515E2
4.557762E2 -5.021987E1 -5.211145E2
4.558096E2 -5.591837E1 -5.210027E2
4.558431E2 -6.009215E1 -5.210042E2
4.558765E2 -6.265419E1 -5.210061E2
4.559099E2 -6.381057E1 -5.204179E2
4.559433E2 -6.394536E1 -5.203544E2
4.559767E2 -6.293477E1 -5.205177E2
4.560101E2 -6.042464E1 -5.208486E2
4.560436E2 -5.715078E1 -5.202219E2
4.560770E2 -5.159543E1 -5.206727E2
4.561104E2 -4.591035E1 -5.221525E2
4.561438E2 -3.885609E1 -5.230557E2
4.561772E2 -3.040679E1 -5.232179E2
4.562106E2 -2.277919E1 -5.222782E2
4.562441E2 -1.433828E1 -5.228381E2
4.562775E2 -4.951273E0 -5.217130E2
4.563109E2 3.930316E0 -5.212548E2
4.563443E2 1.294992E1 -5.206709E2
4.563777E2 2.096203E1 -5.230071E2
4.564112E2 2.837953E1 -5.230147E2
4.564446E2 3.528941E1 -5.206401E2
4.564780E2 4.087566E1 -5.196194E2
4.565114E2 4.543133E1 -5.203116E2
4.565448E2 4.929923E1 -5.199094E2
4.565782E2 5.362128E1 -5.210661E2
4.566117E2 5.385586E1 -5.211470E2
4.566451E2 5.376417E1 -5.211971E2
4.566785E2 5.206833E1 -5.212177E2
4.567119E2 4.874148E1 -5.212387E2
4.567453E2 4.367763E1 -5.215557E2
4.567787E2 3.767040E1 -5.230136E2
4.568122E2 3.235581E1 -5.231699E2
4.568456E2 2.640462E1 -5.188979E2
4.568790E2 1.882641E1 -5.188931E2
4.569124E2 7.603458E0 -5.236859E2
4.569458E2 -3.592954E-1 -5.238306E2
4.569792E2 -8.878846E0 -5.229781E2
4.570127E2 -1.744225E1 -5.233199E2
4.570461E2 -2.688101E1 -5.231348E2
4.570795E2 -3.481440E1 -5.228748E2
4.571129E2 -4.176299E1 -5.223277E2
4.571463E2 -4.850069E1 -5.216956E2
4.571797E2 -5.415774E1 -5.209790E2
4.572132E2 -5.853848E1 -5.210396E2
4.572466E2 -6.201824E1 -5.210414E2
4.572800E2 -6.345896E1 -5.210592E2
4.573134E2 -6.398870E1 -5.210499E2
4.573468E2 -6.338638E1 -5.210996E2
4.573802E2 -6.125179E1 -5.210977E2
4.574137E2 -5.797294E1 -5.212860E2
4.574471E2 -5.307489E1 -5.214089E2
4.574805E2 -4.724439E1 -5.211828E2
4.575139E2 -4.058606E1 -5.230287E2
4.575473E2 -3.390547E1 -5.233223E2
4.575808E2 -2.477366E1 -5.234051E2
4.576142E2 -1.716415E1 -5.234039E2
4.576476E2 -7.939381E0 -5.234214E2
4.576810E2 6.825616E-1 -5.233378E2
4.577144E2 1.012184E1 -5.223745E2
4.577478E2 1.858502E1 -5.202343E2
4.577813E2 2.721667E1 -5.206061E2
4.578147E2 3.255182E1 -5.230781E2
4.578481E2 4.002180E1 -5.229662E2
4.578815E2 4.360303E1 -5.207365E2
4.579149E2 4.697474E1 -5.212298E2
4.579483E2 5.190133E1 -5.211707E2
4.579818E2 5.234422E1 -5.212391E2
4.580152E2 5.234052E1 -5.212122E2
4.580486E2 5.181167E1 -5.212013E2
4.580820E2 4.863100E1 -5.212774E2
4.581154E2 4.421999E1 -5.219088E2
4.581488E2 3.984319E1 -5.229763E2
4.581823E2 3.492628E1 -5.231782E2
4.582157E2 2.781199E1 -5.231899E2
4.582491E2 2.067412E1 -5.234406E2
4.582825E2 1.047258E1 -5.234506E2
4.583159E2 2.269121E0 -5.237852E2
4.583493E2 -7.292884E0 -5.235292E2
4.583828E2 -1.588208E1 -5.231942E2
4.584162E2 -2.370837E1 -5.231554E2
4.584496E2 -3.270131E1 -5.231578E2
4.584830E2 -3.984643E1 -5.230199E2
4.585164E2 -4.654901E1 -5.223087E2
4.585498E2 -5.174049E1 -5.213728E2
4.585833E2 -5.740931E1 -5.211563E2
4.586167E2 -6.092445E1 -5.209921E2
4.586501E2 -6.266221E1 -5.205981E2
4.586835E2 -6.351029E1 -5.209969E2
4.587169E2 -6.402232E1 -5.209977E2
4.587504E2 -6.204411E1 -5.211073E2
4.587838E2 -5.866115E1 -5.212273E2
4.588172E2 -5.415594E1 -5.212869E2
4.588506E2 -4.747192E1 -5.176608E2
4.588840E2 -4.251887E1 -5.227032E2
4.589174E2 -3.574727E1 -5.230852E2
4.589509E2 -2.777586E1 -5.232718E2
4.589843E2 -1.839767E1 -5.198303E2
4.590177E2 -1.060083E1 -5.233618E2
4.590511E2 -1.858822E0 -5.239416E2
4.590845E2 6.459579E0 -5.232657E2
4.591179E2 1.561015E1 -5.188807E2
4.591514E2 2.267290E1 -5.226891E2
4.591848E2 2.983503E1 -5.230268E2
4.592182E2 3.605428E1 -5.229880E2
4.592516E2 4.224055E1 -5.229889E2
4.592850E2 4.779815E1 -5.214101E2
4.593184E2 5.045574E1 -5.212966E2
4.593519E2 5.171888E1 -5.211664E2
4.593853E2 5.199063E1 -5.212222E2
4.594187E2 5.172372E1 -5.211808E2
4.594521E2 4.921019E1 -5.212814E2
4.594855E2 4.525350E1 -5.216988E2
4.595189E2 4.000095E1 -5.229610E2
4.595524E2 3.482066E1 -5.230917E2
4.595858E2 2.806992E1 -5.232947E2
4.596192E2 2.100270E1 -5.233704E2
4.596526E2 1.403314E1 -5.234798E2
4.596860E2 4.695895E0 -5.237950E2
4.597194E2 -3.913198E0 -5.236483E2
4.597529E2 -1.280513E1 -5.234797E2
4.597863E2 -2.175753E1 -5.231363E2
4.598197E2 -2.958278E1 -5.231971E2
4.598531E2 -3.696895E1 -5.224272E2
4.598865E2 -4.401326E1 -5.220648E2
4.599199E2 -5.024008E1 -5.210984E2
4.599534E2 -5.536579E1 -5.212400E2
4.599868E2 -5.904154E1 -5.210634E2
4.600202E2 -6.188079E1 -5.209916E2
4.600536E2 -6.250517E1 -5.210714E2
4.600870E2 -6.275537E1 -5.211373E2
4.601205E2 -6.136857E1 -5.212235E2
4.601539E2 -5.943872E1 -5.211821E2
4.601873E2 -5.523758E1 -5.212292E2
4.602207E2 -5.043314E1 -5.217336E2
4.602541E2 -4.432044E1 -5.229763E2
4.602875E2 -3.739219E1 -5.231975E2
4.603210E2 -2.995610E1 -5.234405E2
4.603544E2 -2.114104E1 -5.231974E2
4.603878E2 -1.270412E1 -5.237296E2
4.604212E2 -4.030502E0 -5.241660E2
4.604546E2 5.527158E0 -5.241985E2
4.604880E2 1.453800E1 -5.240747E2
4.605215E2 2.348866E1 -5.240305E2
4.605549E2 3.081686E1 -5.235173E2
4.605883E2 3.660428E1 -5.231197E2
4.606217E2 4.234592E1 -5.230526E2
4.606551E2 4.627585E1 -5.226832E2
4.606885E2 5.038077E1 -5.222176E2
4.607220E2 5.234777E1 -5.220610E2
4.607554E2 5.384540E1 -5.221246E2
4.607888E2 5.259230E1 -5.221052E2
4.608222E2 5.034823E1 -5.223409E2
4.608556E2 4.670309E1 -5.225794E2
4.608890E2 4.335505E1 -5.232032E2
4.609225E2 3.742602E1 -5.238989E2
4.609559E2 3.106680E1 -5.238608E2
4.609893E2 2.303347E1 -5.240594E2
4.610227E2 1.568845E1 -5.245947E2
4.610561E2 7.056076E0 -5.247819E2
4.610895E2 -2.309218E0 -5.247621E2
4.611230E2 -1.058173E1 -5.243947E2
4.611564E2 -1.867605E1 -5.242939E2
4.611898E2 -2.661866E1 -5.240787E2
4.612232E2 -3.474938E1 -5.237122E2
4.612566E2 -4.215716E1 -5.231200E2
4.612901E2 -4.863100E1 -5.223124E2
4.613235E2 -5.360295E1 -5.220365E2
4.613569E2 -5.752944E1 -5.216828E2
4.613903E2 -6.093710E1 -5.211697E2
4.614237E2 -6.248962E1 -5.211190E2
4.614571E2 -6.256414E1 -5.211317E2
4.614906E2 -6.195891E1 -5.211559E2
4.615240E2 -5.930403E1 -5.213181E2
4.615574E2 -5.560329E1 -5.214475E2
4.615908E2 -5.074645E1 -5.216294E2
4.616242E2 -4.501641E1 -5.220790E2
4.616576E2 -3.884877E1 -5.231024E2
4.616911E2 -3.115306E1 -5.230874E2
4.617245E2 -2.126752E1 -5.199830E2
4.617579E2 -1.367726E1 -5.214249E2
4.617913E2 -6.553931E0 -5.240194E2
4.618247E2 4.610498E0 -5.218584E2
4.618581E2 1.209252E1 -5.227265E2
4.618916E2 2.205081E1 -5.201812E2
4.619250E2 2.867351E1 -5.199025E2
4.619584E2 3.297337E1 -5.229869E2
4.619918E2 4.140933E1 -5.200873E2
4.620252E2 4.525684E1 -5.222163E2
4.620586E2 4.927844E1 -5.175782E2
4.620921E2 5.488128E1 -5.166745E2
4.621255E2 5.315392E1 -5.210823E2
4.621589E2 5.344957E1 -5.211042E2
4.621923E2 5.161674E1 -5.212363E2
4.622257E2 4.746357E1 -5.213256E2
4.622591E2 4.312403E1 -5.223222E2
4.622926E2 3.880596E1 -5.230415E2
4.623260E2 3.334117E1 -5.231336E2
4.623594E2 2.604144E1 -5.233319E2
4.623928E2 1.731184E1 -5.231741E2
4.624262E2 9.597331E0 -5.237882E2
4.624597E2 7.003757E-1 -5.237485E2
4.624931E2 -7.878769E0 -5.233298E2
4.625265E2 -1.629877E1 -5.234182E2
4.625599E2 -2.520132E1 -5.231712E2
4.625933E2 -3.293886E1 -5.231323E2
4.626267E2 -4.004440E1 -5.229912E2
4.626602E2 -4.672543E1 -5.224677E2
4.626936E2 -5.182107E1 -5.212701E2
4.627270E2 -5.635583E1 -5.211336E2
4.627604E2 -5.961606E1 -5.210745E2
4.627938E2 -6.158432E1 -5.211063E2
4.628272E2 -6.193686E1 -5.211291E2
4.628607E2 -6.166904E1 -5.211057E2
4.628941E2 -5.981960E1 -5.211841E2
4.629275E2 -5.660494E1 -5.212654E2
4.629609E2 -5.195759E1 -5.213355E2
4.629943E2 -4.683913E1 -5.227390E2
4.630277E2 -4.040777E1 -5.231000E2
4.630612E2 -3.316765E1 -5.232239E2
4.630946E2 -2.512196E1 -5.232211E2
4.631280E2 -1.620447E1 -5.190073E2
4.631614E2 -7.964941E0 -5.242863E2
4.631948E2 3.225081E-2 -5.241652E2
4.632282E2 9.205099E0 -5.239935E2
4.632617E2 1.743739E1 -5.216333E2
4.632951E2 2.419088E1 -5.233294E2
4.633285E2 3.250569E1 -5.231909E2
4.633619E2 3.801799E1 -5.230023E2
4.633953E2 4.706371E1 -5.168128E2
4.634287E2 5.236580E1 -5.168990E2
4.634622E2 5.632500E1 -5.168774E2
4.634956E2 5.236421E1 -5.212890E2
4.635290E2 5.199847E1 -5.210956E2
4.635624E2 5.071134E1 -5.211466E2
4.635958E2 4.833959E1 -5.212783E2
4.636293E2 4.353500E1 -5.216744E2
4.636627E2 3.895984E1 -5.229873E2
4.636961E2 3.442074E1 -5.231238E2
4.637295E2 2.700523E1 -5.231980E2
4.637629E2 1.994116E1 -5.232405E2
4.637963E2 1.223775E1 -5.233120E2
4.638298E2 2.731247E0 -5.234805E2
4.638632E2 -5.421083E0 -5.237237E2
4.638966E2 -1.405980E1 -5.235566E2
4.639300E2 -2.180652E1 -5.232783E2
4.639634E2 -3.031712E1 -5.231771E2
4.639968E2 -3.774077E1 -5.226427E2
4.640303E2 -4.445036E1 -5.216159E2
4.640637E2 -4.988384E1 -5.206336E2
4.640971E2 -5.489711E1 -5.208233E2
4.641305E2 -5.842251E1 -5.210366E2
4.641639E2 -6.084903E1 -5.210595E2
4.641973E2 -6.137911E1 -5.210779E2
4.642308E2 -6.183244E1 -5.210726E2
4.642642E2 -6.036720E1 -5.211802E2
4.642976E2 -5.787357E1 -5.212083E2
4.643310E2 -5.350156E1 -5.216097E2
4.643644E2 -4.860866E1 -5.221756E2
4.643978E2 -4.254360E1 -5.230221E2
4.644313E2 -3.549153E1 -5.230942E2
4.644647E2 -2.789394E1 -5.234444E2
4.644981E2 -1.969372E1 -5.233681E2
4.645315E2 -1.100422E1 -5.233853E2
4.645649E2 -1.647664E0 -5.238612E2
4.645983E2 7.115946E0 -5.236526E2
4.646318E2 1.595399E1 -5.237891E2
4.646652E2 2.212028E1 -5.231604E2
4.646986E2 2.914629E1 -5.232007E2
4.647320E2 3.572420E1 -5.230765E2
4.647654E2 4.155951E1 -5.188068E2
4.647989E2 4.368588E1 -5.184054E2
4.648323E2 5.313719E1 -5.168782E2
4.648657E2 5.016336E1 -5.211734E2
4.648991E2 5.085289E1 -5.211753E2
4.649325E2 5.071982E1 -5.212834E2
4.649659E2 4.913964E1 -5.213923E2
4.649994E2 4.559183E1 -5.216063E2
4.650328E2 3.983685E1 -5.230029E2
4.650662E2 3.470379E1 -5.230956E2
4.650996E2 2.853400E1 -5.232738E2
4.651330E2 2.013362E1 -5.233407E2
4.651664E2 1.357445E1 -5.231115E2
4.651999E2 4.883663E0 -5.233832E2
4.652333E2 -2.724996E0 -5.189378E2
4.652667E2 -1.057527E1 -5.189263E2
4.653001E2 -1.899947E1 -5.189480E2
4.653335E2 -2.708710E1 -5.189468E2
4.653669E2 -3.569595E1 -5.230230E2
4.654004E2 -4.261714E1 -5.225895E2
4.654338E2 -4.887327E1 -5.205961E2
4.654672E2 -5.338008E1 -5.209287E2
4.655006E2 -5.577077E1 -5.165866E2
4.655340E2 -5.881705E1 -5.164375E2
4.655674E2 -6.017851E1 -5.163889E2
4.656009E2 -5.988225E1 -5.164969E2
4.656343E2 -5.893747E1 -5.167478E2
4.656677E2 -5.685479E1 -5.170122E2
4.657011E2 -5.476518E1 -5.209999E2
4.657345E2 -4.953077E1 -5.212829E2
4.657679E2 -4.366758E1 -5.216676E2
4.658014E2 -3.670879E1 -5.207858E2
4.658348E2 -2.860691E1 -5.204189E2
4.658682E2 -2.060760E1 -5.205920E2
4.659016E2 -1.250245E1 -5.212102E2
4.659350E2 -3.750428E0 -5.222649E2
4.659685E2 5.375079E0 -5.207121E2
4.660019E2 1.200263E1 -5.230595E2
4.660353E2 1.993297E1 -5.220815E2
4.660687E2 2.847404E1 -5.205006E2
4.661021E2 3.451716E1 -5.205541E2
4.661355E2 4.050766E1 -5.174603E2
4.661690E2 4.251101E1 -5.214714E2
4.662024E2 4.735332E1 -5.214770E2
4.662358E2 4.980735E1 -5.212211E2
4.662692E2 5.027709E1 -5.212575E2
4.663026E2 4.978016E1 -5.211441E2
4.663360E2 4.855654E1 -5.213718E2
4.663695E2 4.563613E1 -5.212806E2
4.664029E2 4.262885E1 -5.169360E2
4.664363E2 3.528394E1 -5.230016E2
4.664697E2 2.853598E1 -5.230973E2
4.665031E2 2.257075E1 -5.231950E2
4.665365E2 1.453140E1 -5.230785E2
4.665700E2 6.232747E0 -5.235821E2
4.666034E2 -1.940639E0 -5.235952E2
4.666368E2 -1.016392E1 -5.233042E2
4.666702E2 -1.890387E1 -5.232540E2
4.667036E2 -2.643578E1 -5.232777E2
4.667370E2 -3.479848E1 -5.231016E2
4.667705E2 -4.140315E1 -5.230076E2
4.668039E2 -4.751688E1 -5.223848E2
4.668373E2 -5.239409E1 -5.214786E2
4.668707E2 -5.684959E1 -5.211159E2
4.669041E2 -5.959115E1 -5.210691E2
4.669375E2 -6.152173E1 -5.209527E2
4.669710E2 -6.192687E1 -5.206446E2
4.670044E2 -6.155636E1 -5.209663E2
4.670378E2 -5.918244E1 -5.210278E2
4.670712E2 -5.546674E1 -5.212759E2
4.671046E2 -5.057792E1 -5.214749E2
4.671380E2 -4.539467E1 -5.225709E2
4.671715E2 -3.947037E1 -5.229943E2
4.672049E2 -3.195948E1 -5.230841E2
4.672383E2 -2.449974E1 -5.234070E2
4.672717E2 -1.478433E1 -5.192638E2
4.673051E2 -6.799385E0 -5.197148E2
4.673386E2 2.004959E0 -5.194254E2
4.673720E2 1.240453E1 -5.189055E2
4.674054E2 1.759523E1 -5.234021E2
4.674388E2 2.555660E1 -5.231354E2
4.674722E2 3.201232E1 -5.231263E2
4.675056E2 3.732022E1 -5.230005E2
4.675391E2 4.315904E1 -5.230724E2
4.675725E2 4.710191E1 -5.219602E2
4.676059E2 4.995763E1 -5.215052E2
4.676393E2 5.078403E1 -5.213829E2
4.676727E2 5.119315E1 -5.214117E2
4.677061E2 5.090222E1 -5.213263E2
4.677396E2 4.744006E1 -5.220848E2
4.677730E2 4.327950E1 -5.226882E2
4.678064E2 3.738869E1 -5.229848E2
4.678398E2 3.230666E1 -5.232165E2
4.678732E2 2.615804E1 -5.231446E2
4.679066E2 1.821539E1 -5.236920E2
4.679401E2 9.634143E0 -5.242812E2
4.679735E2 8.773871E-1 -5.242254E2
4.680069E2 -6.803723E0 -5.243079E2
4.680403E2 -1.554638E1 -5.242298E2
4.680737E2 -2.340568E1 -5.241524E2
4.681071E2 -3.168425E1 -5.240182E2
4.681406E2 -3.868784E1 -5.236781E2
4.681740E2 -4.509460E1 -5.224929E2
4.682074E2 -5.073708E1 -5.221704E2
4.682408E2 -5.496533E1 -5.219817E2
4.682742E2 -5.830089E1 -5.215891E2
4.683076E2 -6.029696E1 -5.212152E2
4.683411E2 -6.098828E1 -5.211383E2
4.683745E2 -6.078898E1 -5.211778E2
4.684079E2 -5.937776E1 -5.212639E2
4.684413E2 -5.610788E1 -5.212453E2
4.684747E2 -5.188634E1 -5.218860E2
4.685082E2 -4.733463E1 -5.229901E2
4.685416E2 -4.094510E1 -5.232007E2
4.685750E2 -3.375850E1 -5.234078E2
4.686084E2 -2.601560E1 -5.232891E2
4.686418E2 -1.816300E1 -5.230639E2
4.686752E2 -9.482254E0 -5.235518E2
4.687087E2 -1.437876E0 -5.243337E2
4.687421E2 8.329828E0 -5.239609E2
4.687755E2 1.654379E1 -5.241251E2
4.688089E2 2.297864E1 -5.239839E2
4.688423E2 2.911888E1 -5.240093E2
4.688757E2 3.613276E1 -5.231984E2
4.689092E2 4.157023E1 -5.230563E2
4.689426E2 4.550368E1 -5.229921E2
4.689760E2 4.865764E1 -5.225837E2
4.690094E2 5.040494E1 -5.222666E2
4.690428E2 5.077534E1 -5.223370E2
4.690762E2 5.019410E1 -5.222269E2
4.691097E2 4.772443E1 -5.224762E2
4.691431E2 4.415343E1 -5.225573E2
4.691765E2 3.770545E1 -5.232758E2
4.692099E2 3.348617E1 -5.238750E2
4.692433E2 2.623409E1 -5.240906E2
4.692767E2 2.116276E1 -5.243182E2
4.693102E2 1.274851E1 -5.246120E2
4.693436E2 3.771200E0 -5.246072E2
4.693770E2 -4.552806E0 -5.244938E2
4.694104E2 -1.323045E1 -5.243026E2
4.694438E2 -2.119850E1 -5.241512E2
4.694772E2 -2.920211E1 -5.240679E2
4.695107E2 -3.576914E1 -5.229293E2
4.695441E2 -4.288724E1 -5.225551E2
4.695775E2 -4.871464E1 -5.221123E2
4.696109E2 -5.371792E1 -5.220123E2
4.696443E2 -5.756737E1 -5.217435E2
4.696778E2 -5.972707E1 -5.210405E2
4.697112E2 -6.077771E1 -5.211075E2
4.697446E2 -6.068377E1 -5.211264E2
4.697780E2 -5.931505E1 -5.212760E2
4.698114E2 -5.684545E1 -5.213113E2
4.698448E2 -5.292463E1 -5.213534E2
4.698783E2 -4.815742E1 -5.220742E2
4.699117E2 -4.202337E1 -5.229541E2
4.699451E2 -3.589624E1 -5.233740E2
4.699785E2 -2.775045E1 -5.233860E2
4.700119E2 -1.989616E1 -5.233422E2
4.700453E2 -1.119887E1 -5.231798E2
4.700788E2 -2.122757E0 -5.189311E2
4.701122E2 6.351614E0 -5.189454E2
4.701456E2 1.446353E1 -5.226939E2
4.701790E2 2.208175E1 -5.204693E2
4.702124E2 3.042298E1 -5.188935E2
4.702458E2 3.647425E1 -5.186697E2
4.702793E2 4.141240E1 -5.209204E2
4.703127E2 4.588682E1 -5.222010E2
4.703461E2 4.950423E1 -5.220136E2
4.703795E2 4.967512E1 -5.215157E2
4.704129E2 5.175970E1 -5.215882E2
4.704463E2 5.177367E1 -5.213386E2
4.704798E2 4.932299E1 -5.215320E2
4.705132E2 4.556895E1 -5.221710E2
4.705466E2 4.220163E1 -5.230637E2
4.705800E2 3.602865E1 -5.231059E2
4.706134E2 2.995787E1 -5.232576E2
4.706468E2 2.232373E1 -5.240052E2
4.706803E2 1.436055E1 -5.244240E2
4.707137E2 7.172758E0 -5.243986E2
4.707471E2 -2.015559E0 -5.245399E2
4.707805E2 -9.474747E0 -5.245080E2
4.708139E2 -1.835971E1 -5.242374E2
4.708474E2 -2.626782E1 -5.241524E2
4.708808E2 -3.382154E1 -5.234111E2
4.709142E2 -4.062523E1 -5.230932E2
4.709476E2 -4.698280E1 -5.225835E2
4.709810E2 -5.172359E1 -5.221217E2
4.710144E2 -5.640549E1 -5.212264E2
4.710479E2 -5.898968E1 -5.211565E2
4.710813E2 -6.041051E1 -5.211576E2
4.711147E2 -6.063477E1 -5.212631E2
4.711481E2 -5.960985E1 -5.212712E2
4.711815E2 -5.794302E1 -5.212812E2
4.712149E2 -5.401771E1 -5.216286E2
4.712484E2 -4.948530E1 -5.222408E2
4.712818E2 -4.393153E1 -5.230102E2
4.713152E2 -3.729051E1 -5.234124E2
4.713486E2 -2.977400E1 -5.235522E2
4.713820E2 -2.162613E1 -5.229314E2
4.714154E2 -1.363555E1 -5.232929E2
4.714489E2 -5.726306E0 -5.239979E2
4.714823E2 2.747651E0 -5.243103E2
4.715157E2 1.064878E1 -5.242305E2
4.715491E2 1.801121E1 -5.240120E2
4.715825E2 2.657011E1 -5.196335E2
4.716159E2 3.036752E1 -5.233766E2
4.716494E2 3.805539E1 -5.230397E2
4.716828E2 4.044267E1 -5.230020E2
4.717162E2 4.623745E1 -5.224322E2
4.717496E2 4.776385E1 -5.220903E2
4.717830E2 4.933519E1 -5.221552E2
4.718164E2 4.900507E1 -5.222382E2
4.718499E2 4.723742E1 -5.222369E2
4.718833E2 4.454459E1 -5.227343E2
4.719167E2 4.289503E1 -5.231450E2
4.719501E2 3.642427E1 -5.230397E2
4.719835E2 3.075143E1 -5.235779E2
4.720170E2 2.382650E1 -5.237375E2
4.720504E2 1.683912E1 -5.242364E2
4.720838E2 8.498706E0 -5.246664E2
4.721172E2 -9.722259E-2 -5.246622E2
4.721506E2 -8.003309E0 -5.245124E2
4.721840E2 -1.646903E1 -5.242617E2
4.722175E2 -2.404438E1 -5.241251E2
4.722509E2 -3.181668E1 -5.239936E2
4.722843E2 -3.866720E1 -5.231099E2
4.723177E2 -4.558090E1 -5.227886E2
4.723511E2 -5.038497E1 -5.222680E2
4.723845E2 -5.462464E1 -5.216577E2
4.724180E2 -5.788610E1 -5.210779E2
4.724514E2 -5.975805E1 -5.210468E2
4.724848E2 -6.042983E1 -5.211084E2
4.725182E2 -6.022691E1 -5.210445E2
4.725516E2 -5.808259E1 -5.210555E2
4.725850E2 -5.477365E1 -5.213050E2
4.726185E2 -5.046801E1 -5.216111E2
4.726519E2 -4.494216E1 -5.229006E2
4.726853E2 -3.892193E1 -5.230712E2
4.727187E2 -3.141533E1 -5.233893E2
4.727521E2 -2.376037E1 -5.233730E2
4.727855E2 -1.598360E1 -5.234543E2
4.728190E2 -8.185068E0 -5.234591E2
4.728524E2 2.826133E-2 -5.235446E2
4.728858E2 7.972191E0 -5.230724E2
4.729192E2 1.693371E1 -5.233500E2
4.729526E2 2.415879E1 -5.232667E2
4.729860E2 3.072784E1 -5.231045E2
4.730195E2 3.525330E1 -5.229627E2
4.730529E2 4.276249E1 -5.230316E2
4.730863E2 4.314477E1 -5.222289E2
4.731197E2 4.562615E1 -5.222161E2
4.731531E2 4.745998E1 -5.220479E2
4.731865E2 4.950011E1 -5.220988E2
4.732200E2 4.870421E1 -5.221849E2
4.732534E2 4.510922E1 -5.223780E2
4.732868E2 4.209861E1 -5.227603E2
4.733202E2 3.854134E1 -5.230773E2
4.733536E2 3.395704E1 -5.237241E2
4.733871E2 2.685801E1 -5.237262E2
4.734205E2 1.943639E1 -5.239802E2
4.734539E2 1.077307E1 -5.244172E2
4.734873E2 2.764906E0 -5.245620E2
4.735207E2 -5.538688E0 -5.245375E2
4.735541E2 -1.342430E1 -5.243771E2
4.735876E2 -2.181844E1 -5.241605E2
4.736210E2 -2.920259E1 -5.234870E2
4.736544E2 -3.679546E1 -5.231600E2
4.736878E2 -4.366850E1 -5.228083E2
4.737212E2 -4.920552E1 -5.223190E2
4.737546E2 -5.327869E1 -5.214119E2
4.737881E2 -5.637749E1 -5.211948E2
4.738215E2 -5.892870E1 -5.210063E2
4.738549E2 -5.994716E1 -5.210418E2
4.738883E2 -5.957592E1 -5.211124E2
4.739217E2 -5.809365E1 -5.211520E2
4.739551E2 -5.522135E1 -5.211073E2
4.739886E2 -5.139535E1 -5.212805E2
4.740220E2 -4.669336E1 -5.212715E2
4.740554E2 -4.102478E1 -5.210971E2
4.740888E2 -3.428596E1 -5.230660E2
4.741222E2 -2.694942E1 -5.231739E2
4.741556E2 -1.899444E1 -5.230152E2
4.741891E2 -1.067401E1 -5.240380E2
4.742225E2 -3.311919E0 -5.240544E2
4.742559E2 7.118233E0 -5.206947E2
4.742893E2 1.370201E1 -5.197805E2
4.743227E2 2.007516E1 -5.229779E2
4.743561E2 2.754815E1 -5.230540E2
4.743896E2 3.289343E1 -5.229690E2
4.744230E2 3.768255E1 -5.229854E2
4.744564E2 4.235685E1 -5.229761E2
4.744898E2 4.558920E1 -5.218644E2
4.745232E2 4.728206E1 -5.215645E2
4.745567E2 4.746221E1 -5.212912E2
4.745901E2 4.702816E1 -5.213957E2
4.746235E2 4.491213E1 -5.212486E2
4.746569E2 4.258976E1 -5.229761E2
4.746903E2 3.727820E1 -5.230261E2
4.747237E2 3.420777E1 -5.231482E2
4.747572E2 2.800457E1 -5.232381E2
4.747906E2 2.108095E1 -5.236960E2
4.748240E2 1.337788E1 -5.241800E2
4.748574E2 5.249217E0 -5.242072E2
4.748908E2 -3.340199E0 -5.243298E2
4.749242E2 -1.137701E1 -5.244949E2
4.749577E2 -1.905596E1 -5.233495E2
4.749911E2 -2.638641E1 -5.237310E2
4.750245E2 -3.451151E1 -5.233135E2
4.750579E2 -4.161861E1 -5.229652E2
4.750913E2 -4.751087E1 -5.230022E2
4.751247E2 -5.175649E1 -5.224532E2
4.751582E2 -5.580097E1 -5.216309E2
4.751916E2 -5.847250E1 -5.212174E2
4.752250E2 -5.992909E1 -5.211624E2
4.752584E2 -5.992309E1 -5.210930E2
4.752918E2 -5.891893E1 -5.210850E2
4.753252E2 -5.626237E1 -5.211006E2
4.753587E2 -5.265307E1 -5.214157E2
4.753921E2 -4.814137E1 -5.211951E2
4.754255E2 -4.193067E1 -5.202294E2
4.754589E2 -3.611835E1 -5.229982E2
4.754923E2 -2.834515E1 -5.232713E2
4.755257E2 -2.097442E1 -5.233028E2
4.755592E2 -1.271713E1 -5.233534E2
4.755926E2 -4.819876E0 -5.232783E2
4.756260E2 4.088054E0 -5.195600E2
4.756594E2 1.267506E1 -5.194906E2
4.756928E2 1.748227E1 -5.220935E2
