 mass A  
t x y 
4.757263E2 2.787789E1 -5.188058E2
4.757597E2 3.190476E1 -5.230119E2
4.757931E2 3.663040E1 -5.230088E2
4.758265E2 4.111767E1 -5.229866E2
4.758599E2 4.507462E1 -5.217849E2
4.758933E2 4.848929E1 -5.216217E2
4.759268E2 4.902757E1 -5.213096E2
4.759602E2 4.860116E1 -5.212818E2
4.759936E2 4.735720E1 -5.213510E2
4.760270E2 4.487901E1 -5.214611E2
4.760604E2 4.123190E1 -5.209157E2
4.760938E2 3.521691E1 -5.230487E2
4.761273E2 2.921629E1 -5.231898E2
4.761607E2 2.279552E1 -5.230300E2
4.761941E2 1.532515E1 -5.231437E2
4.762275E2 7.111890E0 -5.232045E2
4.762609E2 -7.256547E-1 -5.236125E2
4.762943E2 -8.830061E0 -5.236656E2
4.763278E2 -1.675269E1 -5.236634E2
4.763612E2 -2.383637E1 -5.223268E2
4.763946E2 -3.179657E1 -5.225272E2
4.764280E2 -3.892852E1 -5.220924E2
4.764614E2 -4.469156E1 -5.211478E2
4.764948E2 -4.933195E1 -5.212747E2
4.765283E2 -5.387058E1 -5.207651E2
4.765617E2 -5.680808E1 -5.204772E2
4.765951E2 -5.861397E1 -5.203029E2
4.766285E2 -5.874882E1 -5.203642E2
4.766619E2 -5.829208E1 -5.207481E2
4.766953E2 -5.660199E1 -5.207007E2
4.767288E2 -5.325602E1 -5.202349E2
4.767622E2 -4.887183E1 -5.202636E2
4.767956E2 -4.265127E1 -5.188105E2
4.768290E2 -3.608890E1 -5.188227E2
4.768624E2 -3.042884E1 -5.231598E2
4.768959E2 -2.300170E1 -5.221808E2
4.769293E2 -1.517610E1 -5.222624E2
4.769627E2 -7.048322E0 -5.225644E2
4.769961E2 1.377127E0 -5.227766E2
4.770295E2 8.923377E0 -5.223406E2
4.770629E2 1.730179E1 -5.231269E2
4.770964E2 2.393108E1 -5.232058E2
4.771298E2 2.961785E1 -5.230144E2
4.771632E2 3.438124E1 -5.228149E2
4.771966E2 4.030529E1 -5.229387E2
4.772300E2 4.405175E1 -5.223297E2
4.772634E2 4.656198E1 -5.218769E2
4.772969E2 4.878494E1 -5.213454E2
4.773303E2 4.941740E1 -5.212433E2
4.773637E2 4.708116E1 -5.211065E2
4.773971E2 4.484217E1 -5.221848E2
4.774305E2 4.095590E1 -5.229364E2
4.774639E2 3.681073E1 -5.226938E2
4.774974E2 3.037727E1 -5.231141E2
4.775308E2 2.451113E1 -5.231951E2
4.775642E2 1.675546E1 -5.232504E2
4.775976E2 9.430374E0 -5.237265E2
4.776310E2 1.176126E0 -5.241530E2
4.776644E2 -7.030142E0 -5.242623E2
4.776979E2 -1.514522E1 -5.240734E2
4.777313E2 -2.261026E1 -5.236013E2
4.777647E2 -3.108884E1 -5.230531E2
4.777981E2 -3.732111E1 -5.231330E2
4.778315E2 -4.392981E1 -5.224341E2
4.778649E2 -4.935049E1 -5.220859E2
4.778984E2 -5.301564E1 -5.214848E2
4.779318E2 -5.619718E1 -5.210273E2
4.779652E2 -5.820902E1 -5.209909E2
4.779986E2 -5.916259E1 -5.210502E2
4.780320E2 -5.876761E1 -5.211218E2
4.780655E2 -5.715007E1 -5.211650E2
4.780989E2 -5.415714E1 -5.212409E2
4.781323E2 -5.016739E1 -5.214357E2
4.781657E2 -4.505210E1 -5.217381E2
4.781991E2 -3.904966E1 -5.230347E2
4.782325E2 -3.232530E1 -5.232350E2
4.782660E2 -2.489090E1 -5.234087E2
4.782994E2 -1.744890E1 -5.235018E2
4.783328E2 -8.693436E0 -5.217823E2
4.783662E2 -1.327817E0 -5.234098E2
4.783996E2 7.050087E0 -5.216662E2
4.784330E2 1.440597E1 -5.232647E2
4.784665E2 2.183446E1 -5.231551E2
4.784999E2 2.839665E1 -5.230490E2
4.785333E2 3.414432E1 -5.229972E2
4.785667E2 3.953396E1 -5.230504E2
4.786001E2 4.266817E1 -5.229854E2
4.786335E2 4.605291E1 -5.220549E2
4.786670E2 4.815251E1 -5.215806E2
4.787004E2 4.843394E1 -5.214748E2
4.787338E2 4.822099E1 -5.215859E2
4.787672E2 4.533276E1 -5.216744E2
4.788006E2 4.189947E1 -5.228298E2
4.788340E2 3.737987E1 -5.229450E2
4.788675E2 3.224547E1 -5.231414E2
4.789009E2 2.594789E1 -5.235082E2
4.789343E2 2.007152E1 -5.237170E2
4.789677E2 1.198999E1 -5.239818E2
4.790011E2 3.976335E0 -5.246773E2
4.790345E2 -4.230856E0 -5.243526E2
4.790680E2 -1.191569E1 -5.244299E2
4.791014E2 -2.044852E1 -5.243185E2
4.791348E2 -2.853314E1 -5.240137E2
4.791682E2 -3.543294E1 -5.240410E2
4.792016E2 -4.181871E1 -5.231020E2
4.792351E2 -4.759420E1 -5.229624E2
4.792685E2 -5.195880E1 -5.222645E2
4.793019E2 -5.562668E1 -5.220393E2
4.793353E2 -5.748541E1 -5.219903E2
4.793687E2 -5.885550E1 -5.219949E2
4.794021E2 -5.876654E1 -5.220654E2
4.794356E2 -5.766467E1 -5.222439E2
4.794690E2 -5.519621E1 -5.223629E2
4.795024E2 -5.120233E1 -5.226057E2
4.795358E2 -4.669474E1 -5.228454E2
4.795692E2 -4.061817E1 -5.236237E2
4.796026E2 -3.447967E1 -5.240018E2
4.796361E2 -2.814976E1 -5.243732E2
4.796695E2 -2.001705E1 -5.243738E2
4.797029E2 -1.143840E1 -5.245531E2
4.797363E2 -3.532251E0 -5.246817E2
4.797697E2 4.511854E0 -5.245435E2
4.798031E2 1.206353E1 -5.244418E2
4.798366E2 2.071337E1 -5.243237E2
4.798700E2 2.641377E1 -5.242081E2
4.799034E2 3.353294E1 -5.241416E2
4.799368E2 3.804552E1 -5.240767E2
4.799702E2 4.214881E1 -5.229061E2
4.800036E2 4.422796E1 -5.227944E2
4.800371E2 4.569388E1 -5.225465E2
4.800705E2 4.750919E1 -5.223742E2
4.801039E2 4.724460E1 -5.224191E2
4.801373E2 4.500533E1 -5.224942E2
4.801707E2 4.252350E1 -5.229095E2
4.802041E2 3.818165E1 -5.230942E2
4.802376E2 3.399507E1 -5.239679E2
4.802710E2 2.813311E1 -5.242208E2
4.803044E2 2.104353E1 -5.244332E2
4.803378E2 1.360206E1 -5.246060E2
4.803712E2 5.443802E0 -5.244391E2
4.804046E2 -3.454187E0 -5.245388E2
4.804381E2 -1.132024E1 -5.243314E2
4.804715E2 -1.946174E1 -5.241847E2
4.805049E2 -2.667783E1 -5.242960E2
4.805383E2 -3.373008E1 -5.239636E2
4.805717E2 -3.980074E1 -5.230641E2
4.806052E2 -4.561137E1 -5.226845E2
4.806386E2 -5.021262E1 -5.222863E2
4.806720E2 -5.421280E1 -5.221725E2
4.807054E2 -5.679745E1 -5.219859E2
4.807388E2 -5.799821E1 -5.220473E2
4.807722E2 -5.815354E1 -5.220429E2
4.808057E2 -5.732593E1 -5.221207E2
4.808391E2 -5.550884E1 -5.222474E2
4.808725E2 -5.220497E1 -5.224101E2
4.809059E2 -4.801046E1 -5.225726E2
4.809393E2 -4.246668E1 -5.227126E2
4.809727E2 -3.585365E1 -5.230036E2
4.810062E2 -2.864182E1 -5.240725E2
4.810396E2 -2.219504E1 -5.242408E2
4.810730E2 -1.409929E1 -5.245626E2
4.811064E2 -5.962085E0 -5.245810E2
4.811398E2 2.003598E0 -5.244174E2
4.811732E2 1.046736E1 -5.246681E2
4.812067E2 1.701786E1 -5.243797E2
4.812401E2 2.505271E1 -5.240931E2
4.812735E2 3.101680E1 -5.240458E2
4.813069E2 3.712562E1 -5.230827E2
4.813403E2 4.131488E1 -5.231380E2
4.813737E2 4.344405E1 -5.228719E2
4.814072E2 4.565906E1 -5.228814E2
4.814406E2 4.910092E1 -5.225751E2
4.814740E2 4.853253E1 -5.225334E2
4.815074E2 4.801481E1 -5.227236E2
4.815408E2 4.288704E1 -5.228879E2
4.815742E2 3.853651E1 -5.231604E2
4.816077E2 3.685608E1 -5.232398E2
4.816411E2 3.088456E1 -5.234002E2
4.816745E2 2.285825E1 -5.241873E2
4.817079E2 1.667910E1 -5.244960E2
4.817413E2 7.843449E0 -5.244150E2
4.817748E2 6.703271E-2 -5.245816E2
4.818082E2 -7.971346E0 -5.242532E2
4.818416E2 -1.600971E1 -5.241938E2
4.818750E2 -2.348222E1 -5.240829E2
4.819084E2 -3.076799E1 -5.239292E2
4.819418E2 -3.743560E1 -5.231722E2
4.819753E2 -4.361095E1 -5.230238E2
4.820087E2 -4.910895E1 -5.223137E2
4.820421E2 -5.239743E1 -5.222897E2
4.820755E2 -5.529020E1 -5.221131E2
4.821089E2 -5.714039E1 -5.220903E2
4.821423E2 -5.745906E1 -5.221467E2
4.821758E2 -5.734645E1 -5.221852E2
4.822092E2 -5.596789E1 -5.222151E2
4.822426E2 -5.278813E1 -5.223592E2
4.822760E2 -4.828461E1 -5.227509E2
4.823094E2 -4.323362E1 -5.228104E2
4.823428E2 -3.700219E1 -5.240237E2
4.823763E2 -3.018151E1 -5.242799E2
4.824097E2 -2.326595E1 -5.243891E2
4.824431E2 -1.583471E1 -5.244928E2
4.824765E2 -7.188765E0 -5.246219E2
4.825099E2 -3.386813E-1 -5.245685E2
4.825433E2 8.438573E0 -5.244722E2
4.825768E2 1.608342E1 -5.245094E2
4.826102E2 2.290448E1 -5.242415E2
4.826436E2 2.983409E1 -5.242242E2
4.826770E2 3.543797E1 -5.240774E2
4.827104E2 4.192447E1 -5.240626E2
4.827438E2 4.437870E1 -5.233486E2
4.827773E2 4.614684E1 -5.227147E2
4.828107E2 4.722483E1 -5.224436E2
4.828441E2 4.793665E1 -5.225252E2
4.828775E2 4.624109E1 -5.226055E2
4.829109E2 4.450473E1 -5.228337E2
4.829444E2 4.061089E1 -5.230551E2
4.829778E2 3.655515E1 -5.232660E2
4.830112E2 3.185415E1 -5.239877E2
4.830446E2 2.437339E1 -5.242637E2
4.830780E2 1.685369E1 -5.245120E2
4.831114E2 9.743294E0 -5.245978E2
4.831449E2 2.082178E0 -5.246801E2
4.831783E2 -6.556803E0 -5.245924E2
4.832117E2 -1.394326E1 -5.244823E2
4.832451E2 -2.173681E1 -5.244999E2
4.832785E2 -2.906615E1 -5.240643E2
4.833119E2 -3.597785E1 -5.240737E2
4.833454E2 -4.189401E1 -5.229065E2
4.833788E2 -4.768517E1 -5.225791E2
4.834122E2 -5.159410E1 -5.223367E2
4.834456E2 -5.484757E1 -5.220717E2
4.834790E2 -5.688282E1 -5.211113E2
4.835124E2 -5.755843E1 -5.210643E2
4.835459E2 -5.777031E1 -5.211418E2
4.835793E2 -5.615206E1 -5.211455E2
4.836127E2 -5.303719E1 -5.214608E2
4.836461E2 -4.992655E1 -5.222361E2
4.836795E2 -4.483815E1 -5.224875E2
4.837129E2 -3.941243E1 -5.231965E2
4.837464E2 -3.194972E1 -5.233599E2
4.837798E2 -2.547695E1 -5.236253E2
4.838132E2 -1.818657E1 -5.240852E2
4.838466E2 -9.528626E0 -5.245725E2
4.838800E2 -1.487524E0 -5.246775E2
4.839134E2 7.045064E0 -5.242660E2
4.839469E2 1.454298E1 -5.244150E2
4.839803E2 2.101873E1 -5.240458E2
4.840137E2 2.795702E1 -5.240169E2
4.840471E2 3.337722E1 -5.236492E2
4.840805E2 3.856926E1 -5.231720E2
4.841140E2 4.255250E1 -5.230631E2
4.841474E2 4.592304E1 -5.227109E2
4.841808E2 4.784147E1 -5.223490E2
4.842142E2 5.026190E1 -5.224198E2
4.842476E2 4.940226E1 -5.224586E2
4.842810E2 4.501227E1 -5.229729E2
4.843145E2 4.238964E1 -5.231344E2
4.843479E2 3.772377E1 -5.232773E2
4.843813E2 3.345624E1 -5.234116E2
4.844147E2 2.736245E1 -5.236141E2
4.844481E2 2.027682E1 -5.233055E2
4.844815E2 1.253621E1 -5.235512E2
4.845150E2 5.426085E0 -5.206329E2
4.845484E2 -3.718715E0 -5.241467E2
4.845818E2 -1.149167E1 -5.239685E2
4.846152E2 -1.899035E1 -5.237081E2
4.846486E2 -2.658854E1 -5.231922E2
4.846820E2 -3.358356E1 -5.231850E2
4.847155E2 -3.927990E1 -5.230206E2
4.847489E2 -4.560520E1 -5.223072E2
4.847823E2 -4.972524E1 -5.220821E2
4.848157E2 -5.370248E1 -5.215000E2
4.848491E2 -5.586324E1 -5.210860E2
4.848825E2 -5.700289E1 -5.211518E2
4.849160E2 -5.668387E1 -5.213365E2
4.849494E2 -5.579179E1 -5.212678E2
4.849828E2 -5.333645E1 -5.214869E2
4.850162E2 -4.972858E1 -5.216244E2
4.850496E2 -4.544976E1 -5.223310E2
4.850830E2 -4.072350E1 -5.230030E2
4.851165E2 -3.421683E1 -5.232114E2
4.851499E2 -2.707426E1 -5.231808E2
4.851833E2 -1.952803E1 -5.233024E2
4.852167E2 -1.201968E1 -5.232674E2
4.852501E2 -4.691289E0 -5.234116E2
4.852836E2 5.151908E0 -5.228808E2
4.853170E2 1.331736E1 -5.226900E2
4.853504E2 2.046356E1 -5.226674E2
4.853838E2 2.651019E1 -5.227713E2
4.854172E2 3.169043E1 -5.230695E2
4.854506E2 3.592060E1 -5.229990E2
4.854841E2 4.056316E1 -5.229698E2
4.855175E2 4.301258E1 -5.224869E2
4.855509E2 4.525449E1 -5.223081E2
4.855843E2 4.660889E1 -5.223199E2
4.856177E2 4.694084E1 -5.223923E2
4.856511E2 4.469981E1 -5.227841E2
4.856846E2 4.138935E1 -5.229472E2
4.857180E2 3.745347E1 -5.230920E2
4.857514E2 3.286850E1 -5.232413E2
4.857848E2 2.748053E1 -5.237991E2
4.858182E2 2.025002E1 -5.240501E2
4.858516E2 1.375229E1 -5.242862E2
4.858851E2 5.707004E0 -5.244141E2
4.859185E2 -2.444276E0 -5.243976E2
4.859519E2 -1.037799E1 -5.243357E2
4.859853E2 -1.827367E1 -5.242957E2
4.860187E2 -2.500512E1 -5.241982E2
4.860521E2 -3.238293E1 -5.239795E2
4.860856E2 -3.835928E1 -5.234367E2
4.861190E2 -4.366800E1 -5.228663E2
4.861524E2 -4.911990E1 -5.221971E2
4.861858E2 -5.308317E1 -5.221320E2
4.862192E2 -5.534061E1 -5.215738E2
4.862526E2 -5.676453E1 -5.213584E2
4.862861E2 -5.714832E1 -5.213482E2
4.863195E2 -5.669573E1 -5.214441E2
4.863529E2 -5.493771E1 -5.212924E2
4.863863E2 -5.157884E1 -5.216236E2
4.864197E2 -4.755540E1 -5.223874E2
4.864532E2 -4.169387E1 -5.228291E2
4.864866E2 -3.582345E1 -5.230877E2
4.865200E2 -2.899836E1 -5.231901E2
4.865534E2 -2.152226E1 -5.216662E2
4.865868E2 -1.362327E1 -5.228992E2
4.866202E2 -5.928338E0 -5.221620E2
4.866537E2 1.319951E0 -5.224272E2
4.866871E2 9.144881E0 -5.223012E2
4.867205E2 1.560824E1 -5.232634E2
4.867539E2 2.361884E1 -5.207696E2
4.867873E2 3.042486E1 -5.226501E2
4.868207E2 3.428085E1 -5.229233E2
4.868542E2 4.132950E1 -5.172168E2
4.868876E2 4.490947E1 -5.169381E2
4.869210E2 4.679692E1 -5.169117E2
4.869544E2 4.834838E1 -5.168983E2
4.869878E2 4.830863E1 -5.168659E2
4.870212E2 4.628525E1 -5.168386E2
4.870547E2 4.367181E1 -5.169429E2
4.870881E2 4.032560E1 -5.169572E2
4.871215E2 3.628190E1 -5.184399E2
4.871549E2 3.028529E1 -5.194360E2
4.871883E2 2.393960E1 -5.189185E2
4.872217E2 1.546562E1 -5.227333E2
4.872552E2 8.417896E0 -5.224440E2
4.872886E2 -4.570429E-2 -5.233978E2
4.873220E2 -7.482508E0 -5.235301E2
4.873554E2 -1.593516E1 -5.232385E2
4.873888E2 -2.124140E1 -5.191959E2
4.874222E2 -2.874969E1 -5.188651E2
4.874557E2 -3.487162E1 -5.186895E2
4.874891E2 -4.118622E1 -5.182866E2
4.875225E2 -4.817303E1 -5.213691E2
4.875559E2 -5.157079E1 -5.213677E2
4.875893E2 -5.394328E1 -5.191927E2
4.876227E2 -5.484454E1 -5.174004E2
4.876562E2 -5.513238E1 -5.170217E2
4.876896E2 -5.475952E1 -5.171396E2
4.877230E2 -5.304448E1 -5.173688E2
4.877564E2 -5.162536E1 -5.211604E2
4.877898E2 -4.777627E1 -5.207164E2
4.878233E2 -4.312244E1 -5.210892E2
4.878567E2 -3.707149E1 -5.229649E2
4.878901E2 -3.071022E1 -5.231294E2
4.879235E2 -2.368043E1 -5.230867E2
4.879569E2 -1.572839E1 -5.232725E2
4.879903E2 -7.317467E0 -5.236899E2
4.880238E2 2.573781E-1 -5.226653E2
4.880572E2 8.356341E0 -5.221926E2
4.880906E2 1.652479E1 -5.222135E2
4.881240E2 2.166637E1 -5.232209E2
4.881574E2 2.820353E1 -5.213785E2
4.881908E2 3.405432E1 -5.205679E2
4.882243E2 4.341366E1 -5.169362E2
4.882577E2 4.519410E1 -5.169384E2
4.882911E2 4.990659E1 -5.166976E2
4.883245E2 5.111978E1 -5.167953E2
4.883579E2 4.526539E1 -5.212633E2
4.883913E2 4.500679E1 -5.213726E2
4.884248E2 4.246918E1 -5.222538E2
4.884582E2 3.945544E1 -5.225535E2
4.884916E2 3.518828E1 -5.229956E2
4.885250E2 3.023867E1 -5.230535E2
4.885584E2 2.361328E1 -5.233174E2
4.885918E2 1.747265E1 -5.235249E2
4.886253E2 9.115007E0 -5.240242E2
4.886587E2 1.434249E0 -5.240147E2
4.886921E2 -5.930959E0 -5.240304E2
4.887255E2 -1.403550E1 -5.239831E2
4.887589E2 -2.086644E1 -5.241352E2
4.887923E2 -2.865507E1 -5.240413E2
4.888258E2 -3.488845E1 -5.231677E2
4.888592E2 -4.120958E1 -5.224501E2
4.888926E2 -4.618915E1 -5.223126E2
4.889260E2 -5.024053E1 -5.220730E2
4.889594E2 -5.332397E1 -5.220393E2
4.889929E2 -5.537301E1 -5.219838E2
4.890263E2 -5.633068E1 -5.219789E2
4.890597E2 -5.641858E1 -5.221071E2
4.890931E2 -5.539220E1 -5.221472E2
4.891265E2 -5.276253E1 -5.223567E2
4.891599E2 -4.918642E1 -5.225209E2
4.891934E2 -4.414281E1 -5.227488E2
4.892268E2 -3.859302E1 -5.240502E2
4.892602E2 -3.291790E1 -5.242009E2
4.892936E2 -2.544204E1 -5.243779E2
4.893270E2 -1.850856E1 -5.244650E2
4.893604E2 -1.059196E1 -5.247429E2
4.893939E2 -2.814487E0 -5.247877E2
4.894273E2 5.287497E0 -5.245350E2
4.894607E2 1.328969E1 -5.246281E2
4.894941E2 1.999089E1 -5.242894E2
4.895275E2 2.531426E1 -5.241150E2
4.895609E2 3.203855E1 -5.240580E2
4.895944E2 3.687926E1 -5.240456E2
4.896278E2 4.131601E1 -5.235563E2
4.896612E2 4.384065E1 -5.230136E2
4.896946E2 4.513656E1 -5.228734E2
4.897280E2 4.571318E1 -5.227290E2
4.897614E2 4.559414E1 -5.225139E2
4.897949E2 4.291427E1 -5.227258E2
4.898283E2 4.043811E1 -5.227788E2
4.898617E2 3.642170E1 -5.230466E2
4.898951E2 3.124271E1 -5.231695E2
4.899285E2 2.529729E1 -5.233583E2
4.899619E2 1.906855E1 -5.236469E2
4.899954E2 1.137130E1 -5.241450E2
4.900288E2 4.586134E0 -5.242172E2
4.900622E2 -4.479011E0 -5.241137E2
4.900956E2 -1.188763E1 -5.242923E2
4.901290E2 -1.930906E1 -5.242712E2
4.901625E2 -2.703829E1 -5.240338E2
4.901959E2 -3.370652E1 -5.239103E2
4.902293E2 -3.982618E1 -5.231508E2
4.902627E2 -4.487696E1 -5.225410E2
4.902961E2 -4.954244E1 -5.221697E2
4.903295E2 -5.296974E1 -5.220897E2
4.903630E2 -5.490185E1 -5.220167E2
4.903964E2 -5.630945E1 -5.220241E2
4.904298E2 -5.630827E1 -5.221111E2
4.904632E2 -5.565200E1 -5.222428E2
4.904966E2 -5.351886E1 -5.223081E2
4.905300E2 -5.029558E1 -5.224420E2
4.905635E2 -4.551820E1 -5.227926E2
4.905969E2 -3.988154E1 -5.228512E2
4.906303E2 -3.442835E1 -5.240002E2
4.906637E2 -2.788374E1 -5.241956E2
4.906971E2 -2.123188E1 -5.243602E2
4.907305E2 -1.313054E1 -5.244449E2
4.907640E2 -5.558906E0 -5.245785E2
4.907974E2 2.281141E0 -5.245325E2
4.908308E2 9.666416E0 -5.245158E2
4.908642E2 1.655024E1 -5.242972E2
4.908976E2 2.376319E1 -5.242100E2
4.909310E2 3.028488E1 -5.240750E2
4.909645E2 3.545314E1 -5.239857E2
4.909979E2 3.975860E1 -5.240129E2
4.910313E2 4.310071E1 -5.235484E2
4.910647E2 4.498380E1 -5.231249E2
4.910981E2 4.557184E1 -5.230534E2
4.911315E2 4.535012E1 -5.231089E2
4.911650E2 4.361457E1 -5.232220E2
4.911984E2 4.134709E1 -5.232752E2
4.912318E2 3.750850E1 -5.233479E2
4.912652E2 3.345522E1 -5.232937E2
4.912986E2 2.818396E1 -5.236233E2
4.913321E2 2.076533E1 -5.240118E2
4.913655E2 1.409937E1 -5.247648E2
4.913989E2 7.261505E0 -5.249237E2
4.914323E2 -1.427057E0 -5.246902E2
4.914657E2 -8.931441E0 -5.243151E2
4.914991E2 -1.685450E1 -5.242089E2
4.915326E2 -2.420783E1 -5.241197E2
4.915660E2 -3.094991E1 -5.238579E2
4.915994E2 -3.767448E1 -5.231153E2
4.916328E2 -4.332231E1 -5.230502E2
4.916662E2 -4.828508E1 -5.226526E2
4.916996E2 -5.179118E1 -5.221666E2
4.917331E2 -5.465514E1 -5.220930E2
4.917665E2 -5.582666E1 -5.220211E2
4.917999E2 -5.616998E1 -5.220946E2
4.918333E2 -5.561539E1 -5.222120E2
4.918667E2 -5.377965E1 -5.222743E2
4.919001E2 -5.114535E1 -5.225030E2
4.919336E2 -4.626535E1 -5.229128E2
4.919670E2 -4.168972E1 -5.231008E2
4.920004E2 -3.612513E1 -5.231604E2
4.920338E2 -2.857887E1 -5.236958E2
4.920672E2 -2.186897E1 -5.241806E2
4.921006E2 -1.377746E1 -5.244585E2
4.921341E2 -6.482909E0 -5.245043E2
4.921675E2 6.144395E-1 -5.244288E2
4.922009E2 9.033014E0 -5.246164E2
4.922343E2 1.620315E1 -5.243210E2
4.922677E2 2.224095E1 -5.241461E2
4.923011E2 2.817658E1 -5.241776E2
4.923346E2 3.392688E1 -5.239650E2
4.923680E2 3.840439E1 -5.229565E2
4.924014E2 4.265190E1 -5.229616E2
4.924348E2 4.403155E1 -5.229708E2
4.924682E2 4.484062E1 -5.228788E2
4.925017E2 4.488623E1 -5.227655E2
4.925351E2 4.365503E1 -5.229455E2
4.925685E2 4.086133E1 -5.228509E2
4.926019E2 3.785185E1 -5.229943E2
4.926353E2 3.462710E1 -5.233175E2
4.926687E2 2.947365E1 -5.236556E2
4.927022E2 2.149137E1 -5.239446E2
4.927356E2 1.523825E1 -5.239140E2
4.927690E2 7.494375E0 -5.242652E2
4.928024E2 2.933434E-1 -5.244285E2
4.928358E2 -6.934973E0 -5.244635E2
4.928692E2 -1.509898E1 -5.240565E2
4.929027E2 -2.279431E1 -5.241429E2
4.929361E2 -2.909518E1 -5.234673E2
4.929695E2 -3.528585E1 -5.232409E2
4.930029E2 -4.172313E1 -5.231028E2
4.930363E2 -4.623648E1 -5.224227E2
4.930697E2 -5.036641E1 -5.220906E2
4.931032E2 -5.303104E1 -5.219677E2
4.931366E2 -5.491476E1 -5.212700E2
4.931700E2 -5.582448E1 -5.213355E2
4.932034E2 -5.538407E1 -5.213743E2
4.932368E2 -5.353145E1 -5.213025E2
4.932702E2 -4.963891E1 -5.187154E2
4.933037E2 -4.606736E1 -5.181840E2
4.933371E2 -4.183266E1 -5.215846E2
4.933705E2 -3.619380E1 -5.230227E2
4.934039E2 -2.987934E1 -5.226216E2
4.934373E2 -2.327385E1 -5.231926E2
4.934707E2 -1.514530E1 -5.204005E2
4.935042E2 -7.005755E0 -5.204811E2
4.935376E2 5.076860E-1 -5.209068E2
4.935710E2 8.510682E0 -5.203121E2
4.936044E2 1.585549E1 -5.203652E2
4.936378E2 2.137161E1 -5.231910E2
4.936713E2 2.712949E1 -5.230382E2
4.937047E2 3.319341E1 -5.229819E2
4.937381E2 3.749335E1 -5.229209E2
4.937715E2 4.026802E1 -5.224939E2
4.938049E2 4.286213E1 -5.223100E2
4.938383E2 4.483519E1 -5.223229E2
4.938718E2 4.506766E1 -5.224309E2
4.939052E2 4.383636E1 -5.224368E2
4.939386E2 4.201919E1 -5.226815E2
4.939720E2 3.823713E1 -5.230056E2
4.940054E2 3.463072E1 -5.231401E2
4.940388E2 2.968262E1 -5.233687E2
4.940723E2 2.363566E1 -5.236449E2
4.941057E2 1.695310E1 -5.235682E2
4.941391E2 1.027707E1 -5.234559E2
4.941725E2 2.294822E0 -5.239697E2
4.942059E2 -5.385058E0 -5.239815E2
4.942393E2 -1.311334E1 -5.242086E2
4.942728E2 -2.070456E1 -5.242154E2
4.943062E2 -2.671635E1 -5.240241E2
4.943396E2 -3.424205E1 -5.231141E2
4.943730E2 -3.985460E1 -5.231009E2
4.944064E2 -4.540181E1 -5.225736E2
4.944398E2 -4.985466E1 -5.223728E2
4.944733E2 -5.243783E1 -5.214251E2
4.945067E2 -5.478083E1 -5.211788E2
4.945401E2 -5.613786E1 -5.210584E2
4.945735E2 -5.557258E1 -5.212032E2
4.946069E2 -5.453609E1 -5.211436E2
4.946403E2 -5.207131E1 -5.212468E2
4.946738E2 -4.817612E1 -5.214303E2
4.947072E2 -4.354648E1 -5.227683E2
4.947406E2 -3.834745E1 -5.232104E2
4.947740E2 -3.288405E1 -5.232684E2
4.948074E2 -2.522076E1 -5.233593E2
4.948408E2 -1.849651E1 -5.234380E2
4.948743E2 -1.065756E1 -5.231831E2
4.949077E2 -2.972009E0 -5.231338E2
4.949411E2 4.880764E0 -5.232536E2
4.949745E2 1.300814E1 -5.221912E2
4.950079E2 1.950729E1 -5.231898E2
4.950414E2 2.520557E1 -5.232448E2
4.950748E2 3.061764E1 -5.231010E2
4.951082E2 3.604628E1 -5.229853E2
4.951416E2 3.952652E1 -5.230386E2
4.951750E2 4.205227E1 -5.230390E2
4.952084E2 4.434850E1 -5.229830E2
4.952419E2 4.651749E1 -5.229826E2
4.952753E2 4.554126E1 -5.229981E2
4.953087E2 4.311090E1 -5.230611E2
4.953421E2 4.028787E1 -5.231119E2
4.953755E2 3.683843E1 -5.231832E2
4.954089E2 3.149294E1 -5.233145E2
4.954424E2 2.542208E1 -5.232771E2
4.954758E2 1.858988E1 -5.236620E2
4.955092E2 1.185909E1 -5.239399E2
4.955426E2 5.180306E0 -5.199166E2
4.955760E2 -2.907506E0 -5.221640E2
4.956094E2 -1.033043E1 -5.234166E2
4.956429E2 -1.796971E1 -5.234236E2
4.956763E2 -2.460798E1 -5.230919E2
4.957097E2 -3.195378E1 -5.230651E2
4.957431E2 -3.798014E1 -5.229873E2
4.957765E2 -4.361473E1 -5.227296E2
4.958099E2 -4.757609E1 -5.216990E2
4.958434E2 -5.113051E1 -5.211363E2
4.958768E2 -5.336362E1 -5.212142E2
4.959102E2 -5.514804E1 -5.210101E2
4.959436E2 -5.519812E1 -5.210475E2
4.959770E2 -5.403762E1 -5.212057E2
4.960104E2 -5.238721E1 -5.213636E2
4.960439E2 -4.869922E1 -5.214617E2
4.960773E2 -4.478071E1 -5.213864E2
4.961107E2 -3.967205E1 -5.227450E2
4.961441E2 -3.378373E1 -5.230825E2
4.961775E2 -2.619141E1 -5.232109E2
4.962110E2 -1.999718E1 -5.232438E2
4.962444E2 -1.270296E1 -5.232573E2
4.962778E2 -5.027430E0 -5.229728E2
4.963112E2 2.751108E0 -5.230549E2
4.963446E2 9.999652E0 -5.227016E2
4.963780E2 1.694914E1 -5.229791E2
4.964115E2 2.412091E1 -5.230588E2
